"Date","TotalKgActiveSubstanceSold","AverageAntibioticsRealPricePerKg","AvrakningsprisKrPerKg","RealAvrakningsprisKrPerKg","headCount","companyCount","ln_AverageAntibioticsRealPricePerKg","ln_TotalKgActiveSubstanceSold","ln_headCount","ln_RealAvrakningsprisKrPerKg","ln_companyCount"
2014-01-01,93.12,2256.9497397712,1570.67,2100.64267943194,1386360,1282,7.72176950797021,4.53388898398313,14.1421921652651,7.64999861471622,7.15617663748062
2014-02-01,68.415,2367.61309453319,1570.72,2100.70955034307,1384548,1282,7.76963759352149,4.22559209883177,14.140884290548,7.65003044775829,7.15617663748062
2014-03-01,66.015,2332.10430512694,1581.28,2114.83268677198,1382910,1282,7.7545262742261,4.18988198893116,14.1397005326075,7.65673098044195,7.15617663748062
2014-04-01,68.685,2235.52613024512,1585.5,2120.47659167066,1381097,1282,7.71223188437562,4.22953083477717,14.1383886688821,7.65939614979248,7.15617663748062
2014-05-01,78.42,2153.37016715378,1596.04,2134.57297973512,1379343,1282,7.67478941345161,4.36207899686419,14.1371178568115,7.66602189616641,7.15617663748062
2014-06-01,68.73,2249.87915779735,1617.15,2162.80587841072,1377530,1282,7.71863178611053,4.23018578513351,14.1358025983564,7.67916167546731,7.15617663748062
2014-07-01,70.53,2180.16022577188,1636.15,2188.21682463699,1375763,1278,7.68715365114278,4.25603815122009,14.1345190442686,7.69084225581534,7.15305163493748
2014-08-01,62.325,2246.88943716093,1657.27,2216.46309749481,1373936,1273,7.71730206632896,4.13236262940962,14.1331901713492,7.70366800504801,7.14913159855741
2014-09-01,70.65,2265.47646453238,1676.27,2241.87404372108,1372110,1268,7.7255403754116,4.25773810913054,14.1318602589812,7.71506742173327,7.14519613499717
2014-10-01,71.04,2240.29149280961,1686.81,2255.97043178554,1370343,1264,7.71436126710139,4.26324309868391,14.1305716314317,7.72133550605402,7.1420365747068
2014-11-01,71.415,2140.09977703902,1688.85,2258.69876495931,1368516,1259,7.66860773171359,4.26850793131459,14.1292374990277,7.72254415873133,7.13807303404435
2014-12-01,81.39,2167.97102783023,1699.37,2272.76840465933,1366749,1255,7.6815469989233,4.39925241533895,14.1279454850943,7.7287539289383,7.13489085156588
2015-01-01,70.71,2218.10384523008,1535.06,2053.01721653104,1364923,1250,7.70440798612455,4.25858700561615,14.1266085747537,7.62706580301935,7.13089883029635
2015-02-01,75.555,2139.89029727826,1525.26,2039.91051795117,1363096,1246,7.66850984374782,4.32486086786572,14.1252691410671,7.62066122212679,7.1276936993474
2015-03-01,73.05,2226.71625027299,1545.26,1927.80293165039,1361447,1242,7.70828324570132,4.29114413819671,14.1240586626849,7.56413625607202,7.12447826249342
2015-04-01,76.05,2136.62134477178,1571.26,1960.23946415813,1359621,1237,7.66698104952637,4.3313910187053,14.1227165424041,7.58082192035262,7.12044437239249
2015-05-01,64.485,2305.7421181089,1591.26,1985.19064301024,1357853,1233,7.74315786374672,4.16643263861635,14.1214153338189,7.59347023032833,7.11720550316434
2015-06-01,91.395,2071.78274443338,1621.06,2022.36789949988,1356027,1228,7.63616474480921,4.51519077236857,14.1200696587887,7.61202433134827,7.11314210870709
2015-07-01,68.145,2195.65698863044,1630.93,2034.6813062634,1355884,1230,7.69423659217348,4.22163778787948,14.1199641981005,7.61809447935388,7.11476944836646
2015-08-01,67.335,2175.84118483328,1641.13,2047.40640747797,1355737,1232,7.68517062040113,4.20968016090201,14.1198557758688,7.62432910404899,7.11639414409346
2015-09-01,75.015,2248.281190946,1662.93,2074.60319242677,1355589,1234,7.7179212881315,4.31768809353898,14.1197466041941,7.63752518181211,7.11801620446533
2015-10-01,64.125,2076.76372642765,1706.53,2128.99676232436,1355447,1236,7.63856606026886,4.16083430349093,14.1196418471933,7.66340614414284,7.11963563801764
2015-11-01,67.155,2125.33631911191,1728.33,2156.19354727316,1355299,1238,7.66168533665286,4.20700338036104,14.1195326521598,7.67609969946218,7.12125245324454
2015-12-01,72.795,2095.02284403651,1723.83,2150.57953203144,1355156,1240,7.6473197363715,4.28764727152529,14.1194271348204,7.67349263458176,7.12286665859908
2016-01-01,77.205,2151.46423244002,1660.58,2071.67142891165,1355009,1242,7.67390392766453,4.34646422177283,14.1193186543403,7.63611101402465,7.12447826249342
2016-02-01,67.38,1957.78196346145,1663.88,2075.78837342224,1354862,1244,7.57956746012857,4.21034823797841,14.1192101620909,7.63809629950492,7.12608727329912
2016-03-01,71.955,1914.51292576813,1663.88,2075.78837342224,1354724,1246,7.55721852240573,4.27604092362214,14.1191083015114,7.63809629950492,7.1276936993474
2016-04-01,69.825,1960.90165036394,1673.68,2088.01445105978,1354576,1248,7.58115967214107,4.24599211183124,14.1189990481986,7.64396886998422,7.12929754892937
2016-05-01,91.11,2071.07166114407,1682.68,2099.24248154322,1354433,1250,7.63582146299108,4.51206756772577,14.1188934745367,7.64933183556064,7.13089883029635
2016-06-01,61.47,2053.9228110139,1705.68,2127.93633722315,1354286,1252,7.62750680994493,4.11854925091892,14.1187849361463,7.66290793329558,7.13249755166004
2016-07-01,61.26,2015.7132035627,1705.68,2127.93633722315,1354915,1254,7.60872835893378,4.11512710140463,14.119249279701,7.66290793329558,7.13409372119287
2016-08-01,80.325,2081.19138683843,1705.68,2127.93633722315,1355564,1255,7.64069579085215,4.38608090500192,14.1197281618561,7.66290793329558,7.13489085156588
2016-09-01,68.265,2031.76262578536,1705.68,2127.93633722315,1356214,1257,7.6166589838556,4.22339719013671,14.1202075521398,7.66290793329558,7.13648320859025
2016-10-01,72.09,2042.10968993161,1705.68,2127.93633722315,1356842,1259,7.62173871419259,4.27791533841649,14.1206704987294,7.66290793329558,7.13807303404435
2016-11-01,81.54,2089.53708465081,1705.68,2127.93633722315,1357492,1260,7.64469782982849,4.40109369739111,14.1211494375869,7.66290793329558,7.13886699994552
2016-12-01,57.765,2062.13978628503,1718.48,2143.9050916885,1358120,1262,7.63149945388199,4.05638305593498,14.1216119484398,7.67038425427455,7.14045304310116
2017-01-01,80.4,1990.37635538841,1655.68,2065.55839009288,1358770,1264,7.59607902314774,4.38701417618492,14.1220904367205,7.63315587566644,7.1420365747068
2017-02-01,65.235,2110.18939389227,1632.08,2036.11599904739,1359420,1265,7.65453298258043,4.17799613471771,14.1225686961596,7.6187993500393,7.14282740116162
2017-03-01,74.91,2103.70864931144,1612.08,2011.16482019528,1360006,1267,7.65145708960724,4.31628739295979,14.1229996694672,7.60646934573554,7.14440718032114
2017-04-01,75.06,2007.02585119398,1612.08,2011.16482019528,1360656,1269,7.60440922922857,4.31828779370688,14.1234774943586,7.60646934573554,7.14598446771439
2017-05-01,64.215,2183.53615847714,1633.88,2038.36160514408,1361284,1270,7.68870093265896,4.16223682826502,14.1239389299605,7.61990162941948,7.14677217945264
2017-06-01,81.585,2051.51656826214,1646.68,2054.33035960943,1361934,1272,7.62633458801933,4.40164542154303,14.1244163063677,7.62770521475589,7.14834574390007
2017-07-01,62.055,1998.19602481466,1666.68,2079.28153846154,1364508,1278,7.60000006491383,4.12802108858148,14.1263044820668,7.63977769882495,7.15305163493748
2017-08-01,68.415,2100.3413390873,1666.68,2079.28153846154,1367167,1284,7.64985515292545,4.22559209883177,14.12825127357,7.63977769882495,7.15773548424991
2017-09-01,73.98,2032.95238413635,1666.68,2079.28153846154,1369827,1291,7.61724439187661,4.30379478640431,14.1301950124584,7.63977769882495,7.16317239084664
2017-10-01,69.48,2015.90577495483,1666.68,2079.28153846154,1372401,1297,7.6088238894853,4.2410389413729,14.1320723186167,7.63977769882495,7.16780918431644
2017-11-01,69.705,2026.11948038802,1693.59,2112.85334960705,1375061,1303,7.61387765660777,4.24427205120505,14.1340086517351,7.65579461133009,7.17242457712485
2017-12-01,85.995,1991.68082911558,1702.59,2124.0813800905,1377634,1309,7.59673419895933,4.45428915502846,14.135878092955,7.6610946961714,7.1770187659099
2018-01-01,85.155,2062.00486129162,1652.59,2061.70343296023,1380294,1315,7.63143402213553,4.4444731252908,14.1378070779211,7.63128782928656,7.18159194461187
2018-02-01,69.735,2079.50225470557,1627.59,2030.51445939509,1382954,1322,7.63988384343608,4.24470234381066,14.139732349067,7.61604446820176,7.18690102041163
2018-03-01,84.585,2047.14525383262,1610.59,2009.3059573708,1385356,1327,7.62420154251488,4.43775694592726,14.1414677042857,7.60554464658473,7.19067603433221
2018-04-01,74.37,1998.16200213866,1600.39,1996.58085615623,1388016,1334,7.599983038073,4.30905263471521,14.14338594736,7.5991914246345,7.19593722647557
2018-05-01,85.95,2046.03056153418,1600.39,1996.58085615623,1390589,1340,7.62365688361124,4.45376573182886,14.1452379563612,7.5991914246345,7.20042489294496
2018-06-01,98.88,1994.14252411378,1535.95,1916.18815789474,1393249,1346,7.59796942445381,4.59390699370938,14.1471489876852,7.55809315720328,7.20489251020467
2018-07-01,117.315,1984.26416617999,1528.75,1907.20573350798,1398410,1325,7.59300342725758,4.76486262472168,14.1508464348876,7.55339448311021,7.18916773842032
2018-08-01,120.885,1954.16304556704,1528.75,1907.20573350798,1403744,1303,7.57771727106997,4.79483968044458,14.1546535107603,7.55339448311021,7.17242457712485
2018-09-01,97.68,1934.18168638091,1541.55,1923.17448797333,1409078,1281,7.56743961492086,4.58169682980245,14.1584461477588,7.56173247884802,7.15539630189673
2018-10-01,105.045,1958.0125252377,1541.7,1923.36162181472,1414239,1260,7.5796852200249,4.65438882977559,14.162102135201,7.56182977877512,7.13886699994552
2018-11-01,95.985,1931.58817265006,1550.55,1934.40251845678,1419573,1238,7.56609783089618,4.56419192925953,14.1658666801315,7.56755378179143,7.12125245324454
